"LICENSE","LICENSE_TYPE","LICENSE_NAME","DBA","LICENSE_STATUS","LICENSE_CITY","WEBSITE","CONTACT_NAME","CONTACT_TYPE","CONTACT_CITY","CONTACT_DESCRIPTION"
"DSP101","Dispensary","REMEDY COMPASSION CENTER, INC.","CURALEAF WELLS","Active","Wells","www.curaleaf.com","EDWARD KREMER","Officer","Auburn","Secretary, Treasurer And Director"
"DSP105","Dispensary","PRIMARY ORGANIC THERAPY, INC.","MAINE ORGANIC THERAPY; CURALEAF MAINE","Active","Ellsworth","www.curaleaf.com","EDWARD KREMER","Officer","Auburn","Secretary Treasurer And Director"
"DSP133","Dispensary","AMSBURY HOLDINGS MEDICAL 2, INC.","CURALEAF MEDICAL AUBURN","Active","Auburn","www.curaleaf.com","EDWARD KREMER","Officer","Auburn","Secretary, Treasurer And Director"
"DSP146","Dispensary","AMSBURY HOLDINGS MEDICAL 3, INC.","CURALEAF MEDICAL BANGOR","Active","Bangor","www.curaleaf.com","EDWARD KREMER","Officer","Auburn","Secretary, Treasurer And Director"
"DSP101","Dispensary","REMEDY COMPASSION CENTER, INC.","CURALEAF WELLS","Active","Wells","www.curaleaf.com","ROBERT JOSEPH SCIARRONE","Officer","Auburn","President And Director"
"DSP105","Dispensary","PRIMARY ORGANIC THERAPY, INC.","MAINE ORGANIC THERAPY; CURALEAF MAINE","Active","Ellsworth","www.curaleaf.com","ROBERT JOSEPH SCIARRONE","Officer","Auburn","President And Director"
"DSP133","Dispensary","AMSBURY HOLDINGS MEDICAL 2, INC.","CURALEAF MEDICAL AUBURN","Active","Auburn","www.curaleaf.com","ROBERT JOSEPH SCIARRONE","Officer","Auburn","President And Director"
"DSP146","Dispensary","AMSBURY HOLDINGS MEDICAL 3, INC.","CURALEAF MEDICAL BANGOR","Active","Bangor","www.curaleaf.com","ROBERT JOSEPH SCIARRONE","Officer","Auburn","President And Director"
"DSP101","Dispensary","REMEDY COMPASSION CENTER, INC.","CURALEAF WELLS","Active","Wells","www.curaleaf.com","CLF MAINE, INC.","Owner","","Business Owner"
"DSP105","Dispensary","PRIMARY ORGANIC THERAPY, INC.","MAINE ORGANIC THERAPY; CURALEAF MAINE","Active","Ellsworth","www.curaleaf.com","CLF MAINE, INC.","Owner","","Business Owner"
"DSP133","Dispensary","AMSBURY HOLDINGS MEDICAL 2, INC.","CURALEAF MEDICAL AUBURN","Active","Auburn","www.curaleaf.com","CLF MAINE, INC.","Owner","","Business Owner"
"DSP146","Dispensary","AMSBURY HOLDINGS MEDICAL 3, INC.","CURALEAF MEDICAL BANGOR","Active","Bangor","www.curaleaf.com","CLF MAINE, INC.","Owner","","Business Owner"
"DSP104","Dispensary","SAFE ALTERNATIVES","","Active","Caribou","www.safealternativesmaine.com","NICHOLAS J MASTERPOL III","Officer","Windham","Vp Of Operations/President"
"DSP158","Dispensary","UPSTATE  GARDENS LLC","","Active","Lewiston","","NICHOLAS J MASTERPOL III","Officer","Windham","Owner/Partner/Operator"
"DSP104","Dispensary","SAFE ALTERNATIVES","","Active","Caribou","www.safealternativesmaine.com","KAYLA L BOSSE","Officer","Caribou","Secretary/General Manager"
"DSP104","Dispensary","SAFE ALTERNATIVES","","Active","Caribou","www.safealternativesmaine.com","DEREK ROBERT BOSSE","Officer","Caribou","Retail Manager"
"DSP104","Dispensary","SAFE ALTERNATIVES","","Active","Caribou","www.safealternativesmaine.com","MICHAEL T RABBIA","Officer","Gray","Vp Of Sales/Vice President"
"DSP158","Dispensary","UPSTATE  GARDENS LLC","","Active","Lewiston","","MICHAEL T RABBIA","Officer","Gray","Owner/Partner/Operator"
"DSP101","Dispensary","REMEDY COMPASSION CENTER, INC.","CURALEAF WELLS","Active","Wells","www.curaleaf.com","EDWARD KREMER","Officer","Auburn","Secretary, Treasurer And Director"
"DSP105","Dispensary","PRIMARY ORGANIC THERAPY, INC.","MAINE ORGANIC THERAPY; CURALEAF MAINE","Active","Ellsworth","www.curaleaf.com","EDWARD KREMER","Officer","Auburn","Secretary Treasurer And Director"
"DSP133","Dispensary","AMSBURY HOLDINGS MEDICAL 2, INC.","CURALEAF MEDICAL AUBURN","Active","Auburn","www.curaleaf.com","EDWARD KREMER","Officer","Auburn","Secretary, Treasurer And Director"
"DSP146","Dispensary","AMSBURY HOLDINGS MEDICAL 3, INC.","CURALEAF MEDICAL BANGOR","Active","Bangor","www.curaleaf.com","EDWARD KREMER","Officer","Auburn","Secretary, Treasurer And Director"
"DSP101","Dispensary","REMEDY COMPASSION CENTER, INC.","CURALEAF WELLS","Active","Wells","www.curaleaf.com","ROBERT JOSEPH SCIARRONE","Officer","Auburn","President And Director"
"DSP105","Dispensary","PRIMARY ORGANIC THERAPY, INC.","MAINE ORGANIC THERAPY; CURALEAF MAINE","Active","Ellsworth","www.curaleaf.com","ROBERT JOSEPH SCIARRONE","Officer","Auburn","President And Director"
"DSP133","Dispensary","AMSBURY HOLDINGS MEDICAL 2, INC.","CURALEAF MEDICAL AUBURN","Active","Auburn","www.curaleaf.com","ROBERT JOSEPH SCIARRONE","Officer","Auburn","President And Director"
"DSP146","Dispensary","AMSBURY HOLDINGS MEDICAL 3, INC.","CURALEAF MEDICAL BANGOR","Active","Bangor","www.curaleaf.com","ROBERT JOSEPH SCIARRONE","Officer","Auburn","President And Director"
"DSP101","Dispensary","REMEDY COMPASSION CENTER, INC.","CURALEAF WELLS","Active","Wells","www.curaleaf.com","CLF MAINE, INC.","Owner","","Business Owner"
"DSP105","Dispensary","PRIMARY ORGANIC THERAPY, INC.","MAINE ORGANIC THERAPY; CURALEAF MAINE","Active","Ellsworth","www.curaleaf.com","CLF MAINE, INC.","Owner","","Business Owner"
"DSP133","Dispensary","AMSBURY HOLDINGS MEDICAL 2, INC.","CURALEAF MEDICAL AUBURN","Active","Auburn","www.curaleaf.com","CLF MAINE, INC.","Owner","","Business Owner"
"DSP146","Dispensary","AMSBURY HOLDINGS MEDICAL 3, INC.","CURALEAF MEDICAL BANGOR","Active","Bangor","www.curaleaf.com","CLF MAINE, INC.","Owner","","Business Owner"
"DSP109","Dispensary","RUGGED ROOTS, LLC","","Active","Lewiston","","SEAN M BOWIE","Officer","Auburn","Member/Manager"
"DSP161","Dispensary","RUGGED ROOTS SOUTH, LLC","","Active","Portland","www.ruggedrootsinc.com","SEAN M BOWIE","Officer","Auburn","Manager"
"DSP109","Dispensary","RUGGED ROOTS, LLC","","Active","Lewiston","","RYAN ROBERT RICHARDS","Officer","Auburn","Member/Manager"
"DSP161","Dispensary","RUGGED ROOTS SOUTH, LLC","","Active","Portland","www.ruggedrootsinc.com","RYAN ROBERT RICHARDS","Officer","Auburn","Manager"
"DSP109","Dispensary","RUGGED ROOTS, LLC","","Active","Lewiston","","SEAN BOWIE","Owner","","Individual Owner"
"DSP109","Dispensary","RUGGED ROOTS, LLC","","Active","Lewiston","","RYAN RICHARDS","Owner","","Individual Owner"
"DSP111","Dispensary","BLOSSOM, LLC","BLOSSOM CANNABIS","Active","Biddeford","www.blossommj.com","ELIZABETH A BALDACCI","Officer","Cumberland Foreside","Ceo"
"DSP147","Dispensary","BLOSSOM, LLC","BLOSSOM CANNABIS","Active","Saco","www.blossommj.com","ELIZABETH A BALDACCI","Officer","Cumberland Foreside","Ceo"
"DSP111","Dispensary","BLOSSOM, LLC","BLOSSOM CANNABIS","Active","Biddeford","www.blossommj.com","DAVID S CARR JR","Officer","Tallahassee","Coo"
"DSP147","Dispensary","BLOSSOM, LLC","BLOSSOM CANNABIS","Active","Saco","www.blossommj.com","DAVID S CARR JR","Officer","Tallahassee","Coo"
"DSP111","Dispensary","BLOSSOM, LLC","BLOSSOM CANNABIS","Active","Biddeford","www.blossommj.com","BLOSSOM HOLDINGS, INC.","Owner","","Business Owner"
"DSP147","Dispensary","BLOSSOM, LLC","BLOSSOM CANNABIS","Active","Saco","www.blossommj.com","BLOSSOM HOLDINGS, INC.","Owner","","Business Owner"
"DSP252","Dispensary","BLOSSOM, LLC","BLOSSOM CANNABIS","Pending","South Portland","","BLOSSOM HOLDINGS, INC.","Owner","","Business Owner"
"DSP113","Dispensary","CANNABIS CURED DISPENSARY LLC","","Active","Fairfield","https://cannabiscured.com/","MARK P CROCKETT","Officer","Fairfield","Member/Manager"
"DSP118","Dispensary","CANNABIS CURED DISPENSARY, LLC","","Active","Thomaston","","MARK P CROCKETT","Officer","Fairfield","Manager"
"DSP113","Dispensary","CANNABIS CURED DISPENSARY LLC","","Active","Fairfield","https://cannabiscured.com/","MARK CROCKETT","Owner","","Individual Owner"
"DSP118","Dispensary","CANNABIS CURED DISPENSARY, LLC","","Active","Thomaston","","MARK CROCKETT","Owner","","Individual Owner"
"DSP114","Dispensary","OPCO MED LLC","KIND FARMS RESERVE MED","Active","Berwick","https://kindfarmsreserve.com/home/","JELAL R JONES","Officer","York","President"
"DSP114","Dispensary","OPCO MED LLC","KIND FARMS RESERVE MED","Active","Berwick","https://kindfarmsreserve.com/home/","PAUL PETER VENUTI JR","Officer","South Berwick","Vice President"
"DSP114","Dispensary","OPCO MED LLC","KIND FARMS RESERVE MED","Active","Berwick","https://kindfarmsreserve.com/home/","JOHN HENRY RAMPINO","Officer","East Freetown","Member"
"DSP114","Dispensary","OPCO MED LLC","KIND FARMS RESERVE MED","Active","Berwick","https://kindfarmsreserve.com/home/","JELAL JONES","Owner","","Individual Owner"
"DSP114","Dispensary","OPCO MED LLC","KIND FARMS RESERVE MED","Active","Berwick","https://kindfarmsreserve.com/home/","PAUL VENUTI","Owner","","Individual Owner"
"DSP114","Dispensary","OPCO MED LLC","KIND FARMS RESERVE MED","Active","Berwick","https://kindfarmsreserve.com/home/","JOHN RAMPINO","Owner","","Individual Owner"
"DSP115","Dispensary","EARTH KEEPER, LLC","EARTH KEEPER CANNABIS","Active","Wilton","www.earthkeeperme.com","JOHN HERBERT BLACK","Officer","Wilton","President"
"DSP115","Dispensary","EARTH KEEPER, LLC","EARTH KEEPER CANNABIS","Active","Wilton","www.earthkeeperme.com","COREY LEIGH BLACK","Officer","Wilton","Clerk"
"DSP115","Dispensary","EARTH KEEPER, LLC","EARTH KEEPER CANNABIS","Active","Wilton","www.earthkeeperme.com","MARAH GRACE BLACK","Officer","Wilton","Secretary"
"DSP115","Dispensary","EARTH KEEPER, LLC","EARTH KEEPER CANNABIS","Active","Wilton","www.earthkeeperme.com","DAWSON JOHN BLACK","Officer","Wilton","Treasurer"
"DSP115","Dispensary","EARTH KEEPER, LLC","EARTH KEEPER CANNABIS","Active","Wilton","www.earthkeeperme.com","MARAH BLACK","Owner","","Individual Owner"
"DSP115","Dispensary","EARTH KEEPER, LLC","EARTH KEEPER CANNABIS","Active","Wilton","www.earthkeeperme.com","DAWSON BLACK","Owner","","Individual Owner"
"DSP115","Dispensary","EARTH KEEPER, LLC","EARTH KEEPER CANNABIS","Active","Wilton","www.earthkeeperme.com","JOHN BLACK","Owner","","Individual Owner"
"DSP115","Dispensary","EARTH KEEPER, LLC","EARTH KEEPER CANNABIS","Active","Wilton","www.earthkeeperme.com","COREY BLACK","Owner","","Individual Owner"
"DSP116","Dispensary","THE CHEESE HOUSE INC.","","Active","Fairfield","","BRAD N THOMAS","Officer","Windsor","President"
"DSP116","Dispensary","THE CHEESE HOUSE INC.","","Active","Fairfield","","BRAD THOMAS","Owner","","Individual Owner"
"DSP113","Dispensary","CANNABIS CURED DISPENSARY LLC","","Active","Fairfield","https://cannabiscured.com/","MARK P CROCKETT","Officer","Fairfield","Member/Manager"
"DSP118","Dispensary","CANNABIS CURED DISPENSARY, LLC","","Active","Thomaston","","MARK P CROCKETT","Officer","Fairfield","Manager"
"DSP113","Dispensary","CANNABIS CURED DISPENSARY LLC","","Active","Fairfield","https://cannabiscured.com/","MARK CROCKETT","Owner","","Individual Owner"
"DSP118","Dispensary","CANNABIS CURED DISPENSARY, LLC","","Active","Thomaston","","MARK CROCKETT","Owner","","Individual Owner"
"DSP119","Dispensary","YORK DISPENSARY LLC","TOPS FARM YORK","Active","York","https://topsfarm.com/","CYRUS FREDRICK CLARK","Officer","Kittery","Member/Manager"
"DSP119","Dispensary","YORK DISPENSARY LLC","TOPS FARM YORK","Active","York","https://topsfarm.com/","CYRUS CLARK","Owner","","Individual Owner"
"DSP121","Dispensary","NEW ENGLAND CANNABIS CONSULTING LLC","HOMEGROWN OF AUGUSTA","Active","Augusta","","SHANNA L SOUZA","Officer","Augusta","President"
"DSP121","Dispensary","NEW ENGLAND CANNABIS CONSULTING LLC","HOMEGROWN OF AUGUSTA","Active","Augusta","","DILLON LAMOTHE","Officer","Augusta","Member/Owner"
"DSP121","Dispensary","NEW ENGLAND CANNABIS CONSULTING LLC","HOMEGROWN OF AUGUSTA","Active","Augusta","","DILLON LAMOTHE","Owner","","Individual Owner"
"DSP121","Dispensary","NEW ENGLAND CANNABIS CONSULTING LLC","HOMEGROWN OF AUGUSTA","Active","Augusta","","SHANNA SOUZA","Owner","","Individual Owner"
"DSP121","Dispensary","NEW ENGLAND CANNABIS CONSULTING LLC","HOMEGROWN OF AUGUSTA","Active","Augusta","","DILLON LAMOTHE","Officer","Augusta","Member/Owner"
"DSP121","Dispensary","NEW ENGLAND CANNABIS CONSULTING LLC","HOMEGROWN OF AUGUSTA","Active","Augusta","","DILLON LAMOTHE","Owner","","Individual Owner"
"DSP123","Dispensary","NORTHEAST ALLIANCE, LLC","THE DISPENSARY","Active","South Portland","https://northeastalliance.me/","CAMERON JOHN WARREN MURPHY","Officer","South Portland","Ceo/Owner"
"DSP123","Dispensary","NORTHEAST ALLIANCE, LLC","THE DISPENSARY","Active","South Portland","https://northeastalliance.me/","CAMERON JOHN WARREN MURPHY","Owner","","Individual Owner"
"DSP123","Dispensary","NORTHEAST ALLIANCE, LLC","THE DISPENSARY","Active","South Portland","https://northeastalliance.me/","CAMERON JOHN WARREN MURPHY","Officer","South Portland","Ceo/Owner"
"DSP123","Dispensary","NORTHEAST ALLIANCE, LLC","THE DISPENSARY","Active","South Portland","https://northeastalliance.me/","CAMERON JOHN WARREN MURPHY","Owner","","Individual Owner"
"DSP126","Dispensary","HALLOWELL 4 TWENTY, LLC","","Active","Hallowell","","GERALD A LESSARD JR","Officer","Telford","Manager"
"DSP126","Dispensary","HALLOWELL 4 TWENTY, LLC","","Active","Hallowell","","LEAF LION INVESTMENTS, INC","Owner","","Business Owner"
"DSP127","Dispensary","ATLANTIC FARMS LLC","","Active","Portland","www.theatlanticfarms.com","JACKSON T MCLEOD","Officer","Portland",""
"DSP137","Dispensary","ATLANTIC FARMS LLC","ATLANTIC FARMS","Active","Somerville","www.theatlanticfarms.com","JACKSON T MCLEOD","Officer","Portland","Officer"
"DSP245","Dispensary","ATLANTIC FARMS LLC","","Active","Freeman Township","theatlanticfarms.com","JACKSON T MCLEOD","Officer","Portland","Manager"
"DSP127","Dispensary","ATLANTIC FARMS LLC","","Active","Portland","www.theatlanticfarms.com","IAN P LARSON","Officer","Kingfield","Principal"
"DSP137","Dispensary","ATLANTIC FARMS LLC","ATLANTIC FARMS","Active","Somerville","www.theatlanticfarms.com","IAN P LARSON","Officer","Kingfield","Officer"
"DSP245","Dispensary","ATLANTIC FARMS LLC","","Active","Freeman Township","theatlanticfarms.com","IAN P LARSON","Officer","Kingfield","Manager"
"DSP127","Dispensary","ATLANTIC FARMS LLC","","Active","Portland","www.theatlanticfarms.com","ATLANTIC FARMS MANAGEMENT INC","Owner","","Business Owner"
"DSP128","Dispensary","ORIGINS CANNABIS COMPANY LLC","","Active","Augusta","www.originsmaine.com","DAVID A VICKERS","Officer","Hallowell","Owner"
"DSP128","Dispensary","ORIGINS CANNABIS COMPANY LLC","","Active","Augusta","www.originsmaine.com","DAVID VICKERS","Owner","","Individual Owner"
"DSP129","Dispensary","BLACK TIE CANNABIS LLC","","Active","Greene","","NICHOLAS J BRIGHAM","Officer","Lewiston","Coo"
"DSP140","Dispensary","BLACK TIE CANNABIS LLC","","Active","Lewiston","https://blacktiecannabisme.com","NICHOLAS J BRIGHAM","Officer","Lewiston","Coo"
"DSP129","Dispensary","BLACK TIE CANNABIS LLC","","Active","Greene","","MATTHEW RUSSELL BARLION","Officer","Auburn","Cfo"
"DSP140","Dispensary","BLACK TIE CANNABIS LLC","","Active","Lewiston","https://blacktiecannabisme.com","MATTHEW RUSSELL BARLION","Officer","Auburn",""
"DSP129","Dispensary","BLACK TIE CANNABIS LLC","","Active","Greene","","JAMES EDWARD BRIGHAM","Officer","Auburn","Chair"
"DSP140","Dispensary","BLACK TIE CANNABIS LLC","","Active","Lewiston","https://blacktiecannabisme.com","JAMES EDWARD BRIGHAM","Officer","Auburn","Chair"
"DSP129","Dispensary","BLACK TIE CANNABIS LLC","","Active","Greene","","MATTHEW BARLOIN","Owner","","Individual Owner"
"DSP129","Dispensary","BLACK TIE CANNABIS LLC","","Active","Greene","","JAMES BRIGHAM","Owner","","Individual Owner"
"DSP140","Dispensary","BLACK TIE CANNABIS LLC","","Active","Lewiston","https://blacktiecannabisme.com","JAMES BRIGHAM","Owner","","Individual Owner"
"DSP129","Dispensary","BLACK TIE CANNABIS LLC","","Active","Greene","","NICHOLAS BRIGHAM","Owner","","Individual Owner"
"DSP140","Dispensary","BLACK TIE CANNABIS LLC","","Active","Lewiston","https://blacktiecannabisme.com","NICHOLAS BRIGHAM","Owner","","Individual Owner"
"DSP132","Dispensary","POT + PAN MEDICAL LLC","","Active","Portland","www.potandpan.com","DUNIA S KHUDAIRI","Officer","Falmouth","Manager"
"DSP132","Dispensary","POT + PAN MEDICAL LLC","","Active","Portland","www.potandpan.com","KERI-JON WILSON","Officer","Windham","Manager"
"DSP132","Dispensary","POT + PAN MEDICAL LLC","","Active","Portland","www.potandpan.com","POT AND PAN, LLC","Owner","","Business Owner"
"DSP101","Dispensary","REMEDY COMPASSION CENTER, INC.","CURALEAF WELLS","Active","Wells","www.curaleaf.com","EDWARD KREMER","Officer","Auburn","Secretary, Treasurer And Director"
"DSP105","Dispensary","PRIMARY ORGANIC THERAPY, INC.","MAINE ORGANIC THERAPY; CURALEAF MAINE","Active","Ellsworth","www.curaleaf.com","EDWARD KREMER","Officer","Auburn","Secretary Treasurer And Director"
"DSP133","Dispensary","AMSBURY HOLDINGS MEDICAL 2, INC.","CURALEAF MEDICAL AUBURN","Active","Auburn","www.curaleaf.com","EDWARD KREMER","Officer","Auburn","Secretary, Treasurer And Director"
"DSP146","Dispensary","AMSBURY HOLDINGS MEDICAL 3, INC.","CURALEAF MEDICAL BANGOR","Active","Bangor","www.curaleaf.com","EDWARD KREMER","Officer","Auburn","Secretary, Treasurer And Director"
"DSP101","Dispensary","REMEDY COMPASSION CENTER, INC.","CURALEAF WELLS","Active","Wells","www.curaleaf.com","ROBERT JOSEPH SCIARRONE","Officer","Auburn","President And Director"
"DSP105","Dispensary","PRIMARY ORGANIC THERAPY, INC.","MAINE ORGANIC THERAPY; CURALEAF MAINE","Active","Ellsworth","www.curaleaf.com","ROBERT JOSEPH SCIARRONE","Officer","Auburn","President And Director"
"DSP133","Dispensary","AMSBURY HOLDINGS MEDICAL 2, INC.","CURALEAF MEDICAL AUBURN","Active","Auburn","www.curaleaf.com","ROBERT JOSEPH SCIARRONE","Officer","Auburn","President And Director"
"DSP146","Dispensary","AMSBURY HOLDINGS MEDICAL 3, INC.","CURALEAF MEDICAL BANGOR","Active","Bangor","www.curaleaf.com","ROBERT JOSEPH SCIARRONE","Officer","Auburn","President And Director"
"DSP101","Dispensary","REMEDY COMPASSION CENTER, INC.","CURALEAF WELLS","Active","Wells","www.curaleaf.com","CLF MAINE, INC.","Owner","","Business Owner"
"DSP105","Dispensary","PRIMARY ORGANIC THERAPY, INC.","MAINE ORGANIC THERAPY; CURALEAF MAINE","Active","Ellsworth","www.curaleaf.com","CLF MAINE, INC.","Owner","","Business Owner"
"DSP133","Dispensary","AMSBURY HOLDINGS MEDICAL 2, INC.","CURALEAF MEDICAL AUBURN","Active","Auburn","www.curaleaf.com","CLF MAINE, INC.","Owner","","Business Owner"
"DSP146","Dispensary","AMSBURY HOLDINGS MEDICAL 3, INC.","CURALEAF MEDICAL BANGOR","Active","Bangor","www.curaleaf.com","CLF MAINE, INC.","Owner","","Business Owner"
"DSP135","Dispensary","MAPLE VALLEY PHARMS LLC","","Active","Waterville","www.maplevalleypharms.com","ANTHONY J VIOLETTE","Officer","Fairfield",""
"DSP135","Dispensary","MAPLE VALLEY PHARMS LLC","","Active","Waterville","www.maplevalleypharms.com","ANTHONY J. VIOLETTE","Owner","","Individual Owner"
"DSP137","Dispensary","ATLANTIC FARMS LLC","ATLANTIC FARMS","Active","Somerville","www.theatlanticfarms.com","ROCCO J ANDREOZZI","Officer","Portland","Officer"
"DSP127","Dispensary","ATLANTIC FARMS LLC","","Active","Portland","www.theatlanticfarms.com","JACKSON T MCLEOD","Officer","Portland",""
"DSP137","Dispensary","ATLANTIC FARMS LLC","ATLANTIC FARMS","Active","Somerville","www.theatlanticfarms.com","JACKSON T MCLEOD","Officer","Portland","Officer"
"DSP245","Dispensary","ATLANTIC FARMS LLC","","Active","Freeman Township","theatlanticfarms.com","JACKSON T MCLEOD","Officer","Portland","Manager"
"DSP127","Dispensary","ATLANTIC FARMS LLC","","Active","Portland","www.theatlanticfarms.com","IAN P LARSON","Officer","Kingfield","Principal"
"DSP137","Dispensary","ATLANTIC FARMS LLC","ATLANTIC FARMS","Active","Somerville","www.theatlanticfarms.com","IAN P LARSON","Officer","Kingfield","Officer"
"DSP245","Dispensary","ATLANTIC FARMS LLC","","Active","Freeman Township","theatlanticfarms.com","IAN P LARSON","Officer","Kingfield","Manager"
"DSP137","Dispensary","ATLANTIC FARMS LLC","ATLANTIC FARMS","Active","Somerville","www.theatlanticfarms.com","ATLANTIC FARMS MANAGEMENT LLC","Owner","","Business Owner"
"DSP129","Dispensary","BLACK TIE CANNABIS LLC","","Active","Greene","","JAMES EDWARD BRIGHAM","Officer","Auburn","Chair"
"DSP140","Dispensary","BLACK TIE CANNABIS LLC","","Active","Lewiston","https://blacktiecannabisme.com","JAMES EDWARD BRIGHAM","Officer","Auburn","Chair"
"DSP129","Dispensary","BLACK TIE CANNABIS LLC","","Active","Greene","","MATTHEW RUSSELL BARLION","Officer","Auburn","Cfo"
"DSP140","Dispensary","BLACK TIE CANNABIS LLC","","Active","Lewiston","https://blacktiecannabisme.com","MATTHEW RUSSELL BARLION","Officer","Auburn",""
"DSP129","Dispensary","BLACK TIE CANNABIS LLC","","Active","Greene","","NICHOLAS J BRIGHAM","Officer","Lewiston","Coo"
"DSP140","Dispensary","BLACK TIE CANNABIS LLC","","Active","Lewiston","https://blacktiecannabisme.com","NICHOLAS J BRIGHAM","Officer","Lewiston","Coo"
"DSP140","Dispensary","BLACK TIE CANNABIS LLC","","Active","Lewiston","https://blacktiecannabisme.com","MATTHEW BARLION","Owner","","Individual Owner"
"DSP129","Dispensary","BLACK TIE CANNABIS LLC","","Active","Greene","","NICHOLAS BRIGHAM","Owner","","Individual Owner"
"DSP140","Dispensary","BLACK TIE CANNABIS LLC","","Active","Lewiston","https://blacktiecannabisme.com","NICHOLAS BRIGHAM","Owner","","Individual Owner"
"DSP129","Dispensary","BLACK TIE CANNABIS LLC","","Active","Greene","","JAMES BRIGHAM","Owner","","Individual Owner"
"DSP140","Dispensary","BLACK TIE CANNABIS LLC","","Active","Lewiston","https://blacktiecannabisme.com","JAMES BRIGHAM","Owner","","Individual Owner"
"DSP142","Dispensary","FADEDCC, LLC","FADED CANNABIS COMPANY","Active","Oxford","","DAMIEN D SIEG","Officer","Windham","Manager"
"DSP142","Dispensary","FADEDCC, LLC","FADED CANNABIS COMPANY","Active","Oxford","","DANIELLE MELISSA CROSEN","Officer","Windham","Member"
"DSP142","Dispensary","FADEDCC, LLC","FADED CANNABIS COMPANY","Active","Oxford","","FRANK SCALLI CROSEN","Officer","Windham","Manager"
"DSP142","Dispensary","FADEDCC, LLC","FADED CANNABIS COMPANY","Active","Oxford","","DANIELLE CROSEN","Owner","Windham","Individual Owner"
"DSP142","Dispensary","FADEDCC, LLC","FADED CANNABIS COMPANY","Active","Oxford","","DAMIEN SIEG","Owner","","Individual Owner"
"DSP142","Dispensary","FADEDCC, LLC","FADED CANNABIS COMPANY","Active","Oxford","","FRANK CROSEN","Owner","","Individual Owner"
"DSP144","Dispensary","NEW ENGLAND TREE FARM, LLC","","Active","Portland","","ANDREW J KEELEY","Officer","Falmouth",""
"DSP144","Dispensary","NEW ENGLAND TREE FARM, LLC","","Active","Portland","","SEAN P BASTIN","Officer","Portland",""
"DSP144","Dispensary","NEW ENGLAND TREE FARM, LLC","","Active","Portland","","SEAN BASTIN","Owner","","Individual Owner"
"DSP144","Dispensary","NEW ENGLAND TREE FARM, LLC","","Active","Portland","","ANDREW KEELEY","Owner","","Individual Owner"
"DSP145","Dispensary","JAR CO. FARMS WINDHAM LLC","JAR CANNABIS CO.","Active","Lewiston","www.jarcannabis.com","JOEL N PEPIN","Officer","Standish","Director/Manager"
"DSP176","Dispensary","JNP SERVICES LLC","JAR CANNABIS CO.","Active","Windham","www.jarcannabis.com","JOEL N PEPIN","Officer","Standish","Director/Manager"
"DSP145","Dispensary","JAR CO. FARMS WINDHAM LLC","JAR CANNABIS CO.","Active","Lewiston","www.jarcannabis.com","RYAN F ROY","Officer","Raymond","Director/Manager"
"DSP176","Dispensary","JNP SERVICES LLC","JAR CANNABIS CO.","Active","Windham","www.jarcannabis.com","RYAN F ROY","Officer","Raymond","Director/Manager"
"DSP145","Dispensary","JAR CO. FARMS WINDHAM LLC","JAR CANNABIS CO.","Active","Lewiston","www.jarcannabis.com","ADAM R PLATZ","Officer","Auburn","Director/Manager"
"DSP176","Dispensary","JNP SERVICES LLC","JAR CANNABIS CO.","Active","Windham","www.jarcannabis.com","ADAM R PLATZ","Officer","Auburn","Director/Manager"
"DSP145","Dispensary","JAR CO. FARMS WINDHAM LLC","JAR CANNABIS CO.","Active","Lewiston","www.jarcannabis.com","JARCO HOLDINGS INC","Owner","","Business Owner"
"DSP176","Dispensary","JNP SERVICES LLC","JAR CANNABIS CO.","Active","Windham","www.jarcannabis.com","JARCO HOLDINGS INC","Owner","","Business Owner"
"DSP101","Dispensary","REMEDY COMPASSION CENTER, INC.","CURALEAF WELLS","Active","Wells","www.curaleaf.com","EDWARD KREMER","Officer","Auburn","Secretary, Treasurer And Director"
"DSP105","Dispensary","PRIMARY ORGANIC THERAPY, INC.","MAINE ORGANIC THERAPY; CURALEAF MAINE","Active","Ellsworth","www.curaleaf.com","EDWARD KREMER","Officer","Auburn","Secretary Treasurer And Director"
"DSP133","Dispensary","AMSBURY HOLDINGS MEDICAL 2, INC.","CURALEAF MEDICAL AUBURN","Active","Auburn","www.curaleaf.com","EDWARD KREMER","Officer","Auburn","Secretary, Treasurer And Director"
"DSP146","Dispensary","AMSBURY HOLDINGS MEDICAL 3, INC.","CURALEAF MEDICAL BANGOR","Active","Bangor","www.curaleaf.com","EDWARD KREMER","Officer","Auburn","Secretary, Treasurer And Director"
"DSP101","Dispensary","REMEDY COMPASSION CENTER, INC.","CURALEAF WELLS","Active","Wells","www.curaleaf.com","ROBERT JOSEPH SCIARRONE","Officer","Auburn","President And Director"
"DSP105","Dispensary","PRIMARY ORGANIC THERAPY, INC.","MAINE ORGANIC THERAPY; CURALEAF MAINE","Active","Ellsworth","www.curaleaf.com","ROBERT JOSEPH SCIARRONE","Officer","Auburn","President And Director"
"DSP133","Dispensary","AMSBURY HOLDINGS MEDICAL 2, INC.","CURALEAF MEDICAL AUBURN","Active","Auburn","www.curaleaf.com","ROBERT JOSEPH SCIARRONE","Officer","Auburn","President And Director"
